comuna,ica,fecha,id
comuna 1,30,2024-06-25,39807
comuna 9,26,2024-06-25,38278
comuna 9,42,2024-07-31,25324
comuna 6,88,2024-06-23,12248
comuna 1,64,2024-01-30,29433
comuna 10,81,2024-01-30,480
comuna 3,61,2024-06-25,28864
comuna 9,56,2024-07-31,298
comuna 16,94,2024-01-30,21551
comuna 6,25,2024-06-23,25331
comuna 9,38,2024-01-30,42724
comuna 2,34,2024-06-25,17283
comuna 12,98,2024-06-23,22362
comuna 11,47,2024-06-25,47807
comuna 6,14,2024-06-25,26456
comuna 1,80,2024-07-31,33908
comuna 9,83,2024-01-30,36748
comuna 9,29,2024-06-25,19899
comuna 7,57,2024-06-23,18672
comuna 16,78,2024-06-23,43252
comuna 8,14,2024-06-23,45517
comuna 6,29,2024-06-25,41789
comuna 11,66,2024-07-31,27806
comuna 14,31,2024-01-30,33845
comuna 12,32,2024-06-25,3673
comuna 3,89,2024-07-31,29371
comuna 6,39,2024-01-30,34929
comuna 1,77,2024-06-25,11420
comuna 15,57,2024-01-30,42791
comuna 3,76,2024-06-23,22323
comuna 3,16,2024-06-23,39361
comuna 9,44,2024-06-23,41410
comuna 3,48,2024-07-31,23898
comuna 14,22,2024-07-31,37434
comuna 5,85,2024-06-25,40582
comuna 13,47,2024-06-23,34433
comuna 6,78,2024-06-23,4754
comuna 6,94,2024-06-23,1299
comuna 1,29,2024-06-23,26788
comuna 1,61,2024-01-30,32539
comuna 4,52,2024-06-25,9949
comuna 14,52,2024-07-31,28475
comuna 2,91,2024-06-25,27981
comuna 16,20,2024-06-25,16019
comuna 11,54,2024-06-23,36733
comuna 7,49,2024-06-23,26707
comuna 16,52,2024-07-31,31652
comuna 14,65,2024-06-25,37918
comuna 13,98,2024-06-25,12243
comuna 8,61,2024-07-31,6318
comuna 15,74,2024-07-31,17768
comuna 12,86,2024-06-25,41179
comuna 9,71,2024-06-25,27215
comuna 7,99,2024-07-31,34234
comuna 4,44,2024-01-30,45797
comuna 6,35,2024-06-25,49632
comuna 3,90,2024-01-30,36225
comuna 13,62,2024-01-30,44464
comuna 6,37,2024-07-31,15561
comuna 4,82,2024-07-31,22887
comuna 7,34,2024-06-23,10729
comuna 16,22,2024-06-25,14995
comuna 16,19,2024-06-23,48882
comuna 13,37,2024-06-23,7723
comuna 6,33,2024-01-30,33932
comuna 9,28,2024-01-30,7075
comuna 4,49,2024-06-23,8249
comuna 14,37,2024-06-25,49447
comuna 14,85,2024-06-23,9141
comuna 7,40,2024-06-23,7595
comuna 14,30,2024-06-23,33411
comuna 8,23,2024-01-30,20645
comuna 15,73,2024-06-25,3826
comuna 5,94,2024-06-25,2437
comuna 13,72,2024-06-25,1146
comuna 9,97,2024-01-30,8943
comuna 4,61,2024-06-25,27836
comuna 5,11,2024-06-23,38908
comuna 11,97,2024-07-31,49824
comuna 16,52,2024-06-23,31679
comuna 12,65,2024-06-25,39667
comuna 1,25,2024-06-23,49376
comuna 10,21,2024-06-25,39168
comuna 13,26,2024-06-25,49183
comuna 11,44,2024-01-30,38485
comuna 5,71,2024-07-31,21566
comuna 6,58,2024-07-31,31508
comuna 3,56,2024-06-23,9725
comuna 11,46,2024-01-30,36825
comuna 9,56,2024-06-25,27711
comuna 6,18,2024-01-30,11119
comuna 2,91,2024-06-23,44290
comuna 11,61,2024-06-23,31175
comuna 7,56,2024-01-30,26869
comuna 5,94,2024-06-23,37429
comuna 1,29,2024-06-25,49562
comuna 13,35,2024-07-31,21207
comuna 7,45,2024-06-25,45964
comuna 13,35,2024-06-23,14287
comuna 7,61,2024-01-30,49730
comuna 3,17,2024-01-30,10089
comuna 10,41,2024-01-30,40676
comuna 9,84,2024-06-25,1335
comuna 6,53,2024-06-23,37059
comuna 5,42,2024-01-30,36071
comuna 14,93,2024-07-31,8211
comuna 9,25,2024-07-31,27461
comuna 2,75,2024-06-25,12928
comuna 1,76,2024-01-30,39404
comuna 15,45,2024-06-23,39394
comuna 3,20,2024-06-25,40292
comuna 6,71,2024-06-25,35315
comuna 15,47,2024-06-23,44355
comuna 12,50,2024-01-30,39860
comuna 13,97,2024-06-23,4874
comuna 3,62,2024-06-23,37300
comuna 9,70,2024-01-30,25991
comuna 1,50,2024-07-31,35304
comuna 16,19,2024-06-25,28615
comuna 2,76,2024-06-25,13451
comuna 13,34,2024-06-23,49838
comuna 10,85,2024-07-31,3915
comuna 4,30,2024-01-30,16172
comuna 14,99,2024-07-31,43713
comuna 11,14,2024-06-25,27436
comuna 15,90,2024-01-30,12960
comuna 5,78,2024-06-25,17447
comuna 14,42,2024-01-30,18933
comuna 9,34,2024-06-25,22151
comuna 7,45,2024-06-25,30989
comuna 16,41,2024-06-23,43896
comuna 6,87,2024-06-23,30514
comuna 6,99,2024-06-23,29635
comuna 8,74,2024-06-25,2705
comuna 12,87,2024-06-25,32154
comuna 1,81,2024-06-25,33907
comuna 9,18,2024-07-31,30955
comuna 4,64,2024-06-25,13366
comuna 3,11,2024-06-23,11209
comuna 12,31,2024-06-23,7291
comuna 4,83,2024-07-31,24163
comuna 4,44,2024-06-23,10781
comuna 13,10,2024-06-25,18812
comuna 8,20,2024-06-25,36609
comuna 10,23,2024-07-31,34840
comuna 7,46,2024-06-23,39820
comuna 8,100,2024-01-30,43914
comuna 4,93,2024-01-30,19541
comuna 1,84,2024-07-31,26856
comuna 2,13,2024-06-23,32565
comuna 6,77,2024-06-25,48802
comuna 8,60,2024-01-30,29179
comuna 4,100,2024-06-25,22435
comuna 9,50,2024-07-31,40707
comuna 6,25,2024-06-23,49185
comuna 13,81,2024-06-25,36576
comuna 11,30,2024-07-31,3389
comuna 14,81,2024-06-23,38105
comuna 4,88,2024-06-23,10045
comuna 16,10,2024-07-31,36821
comuna 9,13,2024-07-31,29741
comuna 9,27,2024-06-25,40405
comuna 2,68,2024-07-31,4718
comuna 9,34,2024-06-25,16298
comuna 3,61,2024-01-30,26537
comuna 5,82,2024-07-31,27886
comuna 10,69,2024-01-30,15939
comuna 16,76,2024-06-23,46655
comuna 16,30,2024-01-30,3420
comuna 11,79,2024-06-23,14915
comuna 9,90,2024-06-23,25623
comuna 8,37,2024-06-23,7782
comuna 7,16,2024-06-25,11883
comuna 14,47,2024-06-23,27247
comuna 7,37,2024-06-25,7061
comuna 9,68,2024-07-31,24915
comuna 6,43,2024-01-30,15947
comuna 7,92,2024-07-31,19883
comuna 15,37,2024-01-30,4260
comuna 14,52,2024-06-25,38754
comuna 3,50,2024-07-31,2859
comuna 9,57,2024-06-25,13502
comuna 13,75,2024-06-25,24526
comuna 11,66,2024-07-31,3219
comuna 5,95,2024-07-31,30030
comuna 11,54,2024-01-30,23552
comuna 16,60,2024-07-31,40368
comuna 7,64,2024-06-23,37419
comuna 1,63,2024-01-30,14814
comuna 3,32,2024-07-31,2158
comuna 1,22,2024-01-30,31095
comuna 5,25,2024-01-30,11812
comuna 13,30,2024-01-30,41292
comuna 10,73,2024-06-23,11217
comuna 10,83,2024-06-25,28222
comuna 3,21,2024-06-25,29824
comuna 6,21,2024-06-23,11940
comuna 12,80,2024-06-25,7282
comuna 16,12,2024-06-25,24484
comuna 3,14,2024-01-30,44139
comuna 1,37,2024-07-31,49715
comuna 1,57,2024-01-30,8710
comuna 3,89,2024-01-30,14027
comuna 8,87,2024-07-31,33502
comuna 10,76,2024-06-25,42271
comuna 10,82,2024-07-31,21865
comuna 5,85,2024-01-30,35643
comuna 12,89,2024-06-23,39530
comuna 7,20,2024-01-30,24230
comuna 14,87,2024-06-23,4525
comuna 16,25,2024-06-23,37196
comuna 11,35,2024-06-23,23298
comuna 10,69,2024-07-31,15007
comuna 1,49,2024-06-23,26977
comuna 2,86,2024-06-25,38376
comuna 1,49,2024-07-31,20963
comuna 2,99,2024-01-30,15037
comuna 6,44,2024-06-23,3394
comuna 5,27,2024-06-25,20129
comuna 16,29,2024-06-25,34755
comuna 4,21,2024-01-30,29754
comuna 4,85,2024-06-25,35080
comuna 12,67,2024-06-23,41309
comuna 11,92,2024-07-31,39597
comuna 9,65,2024-07-31,39903
comuna 9,86,2024-01-30,41681
comuna 2,50,2024-06-25,18848
comuna 8,66,2024-06-25,29219
comuna 13,13,2024-06-23,45269
comuna 7,26,2024-06-23,1187
comuna 4,59,2024-07-31,28113
comuna 7,77,2024-01-30,7865
comuna 7,38,2024-06-23,36183
comuna 11,94,2024-06-23,10029
comuna 11,13,2024-07-31,10446
comuna 12,17,2024-07-31,15146
comuna 2,19,2024-01-30,32547
comuna 3,59,2024-01-30,28223
comuna 5,69,2024-06-23,27626
comuna 9,65,2024-07-31,26992
comuna 16,78,2024-01-30,38395
comuna 8,95,2024-06-23,11175
comuna 15,21,2024-07-31,43565
comuna 12,93,2024-06-23,4576
comuna 10,75,2024-06-25,32044
comuna 3,67,2024-06-25,2962
comuna 3,41,2024-07-31,39429
comuna 5,82,2024-06-25,14916
comuna 1,49,2024-06-23,30780
comuna 6,57,2024-06-25,14823
comuna 1,12,2024-01-30,35284
comuna 6,78,2024-06-23,32684
comuna 11,98,2024-01-30,48593
comuna 6,22,2024-06-25,8376
comuna 9,61,2024-06-23,43664
comuna 4,20,2024-01-30,19829
comuna 15,32,2024-06-23,47265
comuna 13,89,2024-01-30,18490
comuna 3,27,2024-07-31,7037
comuna 4,27,2024-01-30,13804
comuna 1,83,2024-06-25,40589
comuna 2,68,2024-06-23,6669
comuna 16,61,2024-06-23,16436
comuna 6,59,2024-07-31,17855
comuna 10,90,2024-06-25,4777
comuna 12,11,2024-01-30,42039
comuna 10,51,2024-06-23,3181
comuna 6,97,2024-06-25,31821
comuna 13,83,2024-06-25,30023
comuna 4,64,2024-06-25,927
comuna 13,32,2024-06-25,10940
comuna 6,19,2024-07-31,5591
comuna 13,94,2024-01-30,36016
comuna 10,39,2024-07-31,7738
comuna 3,13,2024-07-31,8412
comuna 4,20,2024-06-25,27143
comuna 5,15,2024-07-31,41747
comuna 2,10,2024-06-25,40006
comuna 15,75,2024-06-23,13083
comuna 6,19,2024-01-30,8734
comuna 1,94,2024-07-31,43410
comuna 8,28,2024-01-30,7101
comuna 11,83,2024-06-25,39480
comuna 6,32,2024-01-30,9617
comuna 2,41,2024-06-23,42020
comuna 1,65,2024-07-31,20566
comuna 14,14,2024-06-23,5613
comuna 1,35,2024-01-30,24882
comuna 1,89,2024-06-23,7413
comuna 12,73,2024-07-31,45508
comuna 15,48,2024-06-25,46983
comuna 6,59,2024-07-31,39395
comuna 5,93,2024-06-23,45201
comuna 15,74,2024-06-23,7887
comuna 1,17,2024-06-23,42858
comuna 13,83,2024-06-23,43003
comuna 10,73,2024-07-31,6360
comuna 13,79,2024-06-23,18047
comuna 3,44,2024-06-25,43194
comuna 3,65,2024-07-31,8760
comuna 14,25,2024-06-23,22574
comuna 12,57,2024-06-25,36192
comuna 5,48,2024-06-23,34243
comuna 12,32,2024-07-31,33447
comuna 8,12,2024-06-23,39152
comuna 13,79,2024-01-30,16998
comuna 14,76,2024-06-23,43980
comuna 7,62,2024-01-30,5661
comuna 12,95,2024-01-30,28510
comuna 2,11,2024-06-23,47824
comuna 13,30,2024-07-31,22882
comuna 13,38,2024-07-31,38654
comuna 6,95,2024-01-30,7072
comuna 15,45,2024-01-30,31017
comuna 5,32,2024-06-23,43113
comuna 16,37,2024-01-30,46807
comuna 14,22,2024-01-30,17088
comuna 3,57,2024-01-30,4198
comuna 7,40,2024-06-23,16362
comuna 11,62,2024-06-25,4331
comuna 10,96,2024-07-31,28207
comuna 8,13,2024-01-30,13555
comuna 7,10,2024-06-23,20451
comuna 14,98,2024-06-25,38406
comuna 3,67,2024-01-30,7653
comuna 16,54,2024-06-23,42922
comuna 7,71,2024-06-23,16331
comuna 8,37,2024-06-25,33183
comuna 13,69,2024-06-23,49068
comuna 15,81,2024-06-25,30777
comuna 15,61,2024-06-23,16311
comuna 9,62,2024-06-25,25688
comuna 6,46,2024-06-23,15880
comuna 3,18,2024-06-25,21890
comuna 10,85,2024-01-30,39723
comuna 15,37,2024-01-30,36492
comuna 2,67,2024-01-30,6935
comuna 13,14,2024-06-25,39033
comuna 8,30,2024-01-30,28924
comuna 4,21,2024-06-23,21661
comuna 10,28,2024-06-25,49123
comuna 3,55,2024-06-25,24209
comuna 8,40,2024-06-23,43687
comuna 10,54,2024-06-25,42636
comuna 12,64,2024-06-25,14643
comuna 10,52,2024-06-23,3668
comuna 7,11,2024-07-31,19756
comuna 14,79,2024-06-25,8700
comuna 11,53,2024-06-23,39059
comuna 7,40,2024-01-30,21779
comuna 3,40,2024-06-23,391
comuna 6,79,2024-06-25,5759
comuna 3,11,2024-01-30,21344
comuna 1,94,2024-06-25,43425
comuna 5,30,2024-06-23,17454
comuna 11,78,2024-06-25,25156
comuna 2,93,2024-07-31,32731
comuna 8,29,2024-01-30,37103
comuna 8,31,2024-07-31,28633
comuna 15,30,2024-06-25,16965
comuna 7,73,2024-06-25,17795
comuna 9,23,2024-06-23,15419
comuna 11,75,2024-07-31,40673
comuna 13,56,2024-07-31,34720
comuna 6,51,2024-06-25,47867
comuna 4,73,2024-07-31,45350
comuna 14,18,2024-01-30,42916
comuna 10,96,2024-06-25,8509
comuna 8,42,2024-07-31,33839
comuna 6,51,2024-07-31,6772
comuna 1,98,2024-07-31,40636
comuna 11,93,2024-01-30,25008
comuna 2,37,2024-01-30,21423
comuna 3,38,2024-06-25,40812
comuna 8,65,2024-06-25,4648
comuna 15,76,2024-06-25,13011
comuna 12,45,2024-06-25,2329
comuna 11,84,2024-06-25,37946
comuna 11,99,2024-06-25,16528
comuna 9,94,2024-01-30,35165
comuna 8,72,2024-07-31,29506
comuna 14,77,2024-06-25,44408
comuna 2,63,2024-01-30,24458
comuna 8,88,2024-01-30,18588
comuna 2,47,2024-07-31,47123
comuna 2,73,2024-06-25,24916
comuna 14,86,2024-07-31,26098
comuna 12,89,2024-01-30,47492
comuna 3,48,2024-07-31,9021
comuna 14,95,2024-01-30,8850
comuna 4,33,2024-07-31,24237
comuna 16,59,2024-06-25,39465
comuna 11,64,2024-06-25,5775
comuna 6,90,2024-06-25,30218
comuna 10,90,2024-06-23,15087
comuna 3,14,2024-01-30,36639
comuna 1,96,2024-06-23,41569
comuna 14,17,2024-06-25,19097
comuna 3,92,2024-06-23,46904
comuna 4,25,2024-01-30,39257
comuna 4,86,2024-01-30,37408
comuna 11,56,2024-07-31,1930
comuna 3,25,2024-07-31,27009
comuna 13,37,2024-06-23,17798
comuna 11,73,2024-01-30,29120
comuna 7,55,2024-01-30,9013
comuna 2,99,2024-06-23,35619
comuna 11,87,2024-01-30,3708
comuna 8,45,2024-07-31,7547
comuna 9,41,2024-01-30,29325
comuna 8,71,2024-06-25,39679
comuna 1,68,2024-07-31,29513
comuna 15,91,2024-07-31,5303
comuna 2,42,2024-01-30,25090
comuna 14,73,2024-06-23,42039
comuna 16,14,2024-06-25,13421
comuna 7,92,2024-06-25,15930
comuna 2,83,2024-07-31,28471
comuna 14,98,2024-01-30,25339
comuna 6,80,2024-01-30,45651
comuna 16,68,2024-06-25,43205
comuna 3,58,2024-06-23,21366
comuna 11,95,2024-06-23,40926
comuna 12,82,2024-07-31,17503
comuna 7,66,2024-07-31,12544
comuna 12,81,2024-06-23,40366
comuna 12,42,2024-01-30,16135
comuna 12,36,2024-06-23,40615
comuna 16,11,2024-01-30,34168
comuna 11,26,2024-06-23,595
comuna 10,81,2024-06-23,24473
comuna 12,15,2024-06-23,48191
comuna 1,27,2024-06-25,46630
comuna 8,30,2024-06-25,18647
comuna 10,33,2024-06-25,21953
comuna 7,59,2024-01-30,25481
comuna 13,42,2024-07-31,44615
comuna 7,22,2024-06-23,9622
comuna 3,83,2024-06-25,13752
comuna 11,43,2024-07-31,10342
comuna 1,49,2024-01-30,39985
comuna 1,63,2024-06-25,34287
comuna 14,81,2024-06-23,11925
comuna 2,100,2024-06-23,11906
comuna 11,17,2024-01-30,22176
comuna 5,61,2024-01-30,18134
comuna 15,77,2024-06-25,15841
comuna 7,100,2024-07-31,18791
comuna 10,79,2024-06-25,28103
comuna 10,32,2024-06-25,2546
comuna 12,54,2024-01-30,17869
comuna 5,49,2024-06-23,20036
comuna 2,76,2024-07-31,13977
comuna 11,53,2024-06-23,31350
comuna 12,79,2024-06-23,29775
comuna 15,22,2024-06-25,43708
comuna 8,58,2024-07-31,45662
comuna 12,26,2024-06-23,23103
comuna 16,85,2024-07-31,3997
comuna 4,81,2024-01-30,926
comuna 2,66,2024-07-31,17010
comuna 11,14,2024-07-31,43542
comuna 15,38,2024-06-23,19437
comuna 2,65,2024-01-30,39121
comuna 4,81,2024-06-23,8384
comuna 9,72,2024-06-23,48082
comuna 6,22,2024-06-23,37800
comuna 2,60,2024-01-30,12684
comuna 4,84,2024-06-23,12161
comuna 15,85,2024-01-30,33363
comuna 4,67,2024-07-31,43825
comuna 7,76,2024-07-31,40838
comuna 14,53,2024-07-31,8879
comuna 14,45,2024-06-23,47088
comuna 8,81,2024-07-31,19729
comuna 14,12,2024-07-31,10251
comuna 5,28,2024-01-30,41744
comuna 10,63,2024-07-31,15848
comuna 15,60,2024-06-25,49073
comuna 12,39,2024-01-30,44243
comuna 1,22,2024-07-31,26413
comuna 16,12,2024-06-23,17358
comuna 9,55,2024-06-25,1301
comuna 7,56,2024-06-25,5352
comuna 15,61,2024-06-25,26273
comuna 4,14,2024-06-25,11044
comuna 15,92,2024-07-31,22684
comuna 7,75,2024-06-25,39300
comuna 3,40,2024-06-25,40631
comuna 13,53,2024-06-25,25612
comuna 14,35,2024-06-25,6064
comuna 12,71,2024-01-30,9083
comuna 11,68,2024-07-31,19018
comuna 2,73,2024-06-25,5852
comuna 12,35,2024-06-25,16458
comuna 8,53,2024-07-31,16244
comuna 8,99,2024-06-25,28667
comuna 11,70,2024-07-31,15897
comuna 14,31,2024-01-30,23455
comuna 14,61,2024-01-30,19630
comuna 10,86,2024-06-25,10209
comuna 6,38,2024-07-31,29115
comuna 15,53,2024-06-23,32238
comuna 6,94,2024-01-30,29896
comuna 10,10,2024-07-31,47383
comuna 15,86,2024-06-23,13211
comuna 13,85,2024-06-25,24792
comuna 11,12,2024-06-25,17416
comuna 10,96,2024-01-30,38689
comuna 8,84,2024-06-23,20429
comuna 2,56,2024-06-25,9215
comuna 16,68,2024-01-30,34273
comuna 7,80,2024-06-23,12382
comuna 9,19,2024-01-30,3106
comuna 5,71,2024-06-23,1789
comuna 7,76,2024-06-23,13692
comuna 5,55,2024-06-25,7668
comuna 8,14,2024-07-31,40570
comuna 11,38,2024-06-25,33634
comuna 4,97,2024-07-31,17869
comuna 8,61,2024-06-23,11766
comuna 1,71,2024-06-23,37158
comuna 2,33,2024-06-25,39188
comuna 15,77,2024-01-30,8694
comuna 1,59,2024-01-30,33068
comuna 14,11,2024-07-31,39235
comuna 1,12,2024-06-25,7672
comuna 9,62,2024-07-31,14817
comuna 9,97,2024-07-31,15576
comuna 16,65,2024-01-30,27096
comuna 6,38,2024-06-23,39389
comuna 6,43,2024-06-23,30210
comuna 5,13,2024-07-31,194
comuna 11,17,2024-01-30,47010
comuna 15,45,2024-06-23,9060
comuna 8,86,2024-01-30,26935
comuna 7,45,2024-01-30,19277
comuna 3,86,2024-07-31,21090
comuna 7,53,2024-06-25,43116
comuna 14,33,2024-06-25,36380
comuna 12,73,2024-01-30,9742
comuna 15,86,2024-06-23,31466
comuna 16,60,2024-06-25,19993
comuna 16,28,2024-07-31,5497
comuna 2,30,2024-06-23,37639
comuna 15,67,2024-07-31,21895
comuna 8,24,2024-01-30,9960
comuna 5,29,2024-06-25,48679
comuna 10,83,2024-07-31,17720
comuna 15,66,2024-07-31,5355
comuna 12,47,2024-06-23,25954
comuna 11,74,2024-01-30,31943
comuna 11,91,2024-01-30,17561
comuna 14,29,2024-06-23,48947
comuna 4,49,2024-06-25,13819
comuna 1,36,2024-07-31,10763
comuna 15,72,2024-06-23,33183
comuna 7,15,2024-01-30,9588
comuna 3,54,2024-06-25,7921
comuna 16,78,2024-01-30,43681
comuna 15,82,2024-01-30,49870
comuna 5,65,2024-01-30,2313
comuna 12,55,2024-06-23,21887
comuna 1,50,2024-06-25,16878
comuna 4,89,2024-07-31,87
comuna 13,89,2024-06-25,25152
comuna 12,44,2024-06-25,17760
comuna 3,89,2024-07-31,36112
comuna 3,32,2024-06-25,43457
comuna 6,11,2024-01-30,32378
comuna 9,69,2024-06-25,40092
comuna 11,51,2024-01-30,8838
comuna 4,91,2024-06-23,38010
comuna 9,76,2024-06-25,28727
comuna 3,100,2024-06-23,10054
comuna 3,47,2024-07-31,27558
comuna 12,96,2024-01-30,41143
comuna 1,67,2024-01-30,48910
comuna 9,89,2024-01-30,44853
comuna 3,66,2024-01-30,32213
comuna 6,75,2024-06-23,38551
comuna 4,67,2024-06-23,15552
comuna 1,48,2024-06-25,36310
comuna 16,40,2024-06-23,44385
comuna 12,27,2024-06-23,34458
comuna 15,10,2024-06-23,38763
comuna 12,62,2024-07-31,20793
comuna 10,78,2024-06-25,30838
comuna 6,13,2024-06-25,4923
comuna 3,39,2024-07-31,42854
comuna 1,47,2024-06-23,46524
comuna 3,42,2024-06-25,28756
comuna 6,59,2024-06-25,14079
comuna 4,43,2024-06-23,39177
comuna 6,33,2024-06-25,3542
comuna 10,37,2024-01-30,19340
comuna 8,90,2024-06-25,30902
comuna 5,76,2024-07-31,18203
comuna 12,68,2024-07-31,43393
comuna 5,100,2024-07-31,13526
comuna 16,60,2024-07-31,37348
comuna 10,89,2024-07-31,43691
comuna 4,91,2024-06-23,3907
comuna 12,93,2024-06-23,23569
comuna 9,47,2024-01-30,39605
comuna 12,10,2024-07-31,27204
comuna 4,39,2024-06-23,17065
comuna 8,45,2024-06-25,359
comuna 11,86,2024-07-31,44726
comuna 11,36,2024-06-25,36530
comuna 14,68,2024-06-25,35947
comuna 15,16,2024-06-23,7619
comuna 13,41,2024-01-30,12859
comuna 7,25,2024-01-30,42406
comuna 16,90,2024-01-30,46679
comuna 4,62,2024-01-30,35264
comuna 10,28,2024-06-23,19449
comuna 14,38,2024-06-25,7270
comuna 6,16,2024-06-23,46918
comuna 3,54,2024-06-25,21905
comuna 12,93,2024-01-30,22048
comuna 14,49,2024-06-23,29010
comuna 13,35,2024-06-23,22881
comuna 15,92,2024-07-31,7696
comuna 3,18,2024-01-30,19711
comuna 7,66,2024-01-30,17480
comuna 7,11,2024-07-31,31992
comuna 2,51,2024-01-30,30772
comuna 12,16,2024-06-25,3200
comuna 14,73,2024-07-31,11511
comuna 4,41,2024-01-30,19084
comuna 2,99,2024-06-25,9381
comuna 5,28,2024-06-23,19746
comuna 12,63,2024-07-31,46338
comuna 16,80,2024-01-30,27502
comuna 11,52,2024-06-23,27422
comuna 4,26,2024-01-30,32674
comuna 6,80,2024-01-30,26420
comuna 5,75,2024-01-30,27704
comuna 16,40,2024-06-23,20137
comuna 5,63,2024-01-30,41074
comuna 5,95,2024-06-25,32649
comuna 2,77,2024-06-23,42435
comuna 6,96,2024-06-23,34049
comuna 14,55,2024-06-25,33682
comuna 7,51,2024-06-25,41593
comuna 4,32,2024-01-30,26450
comuna 7,20,2024-01-30,7378
comuna 3,12,2024-06-25,37172
comuna 3,100,2024-06-23,39161
comuna 10,43,2024-06-25,23867
comuna 12,47,2024-06-23,29248
comuna 6,93,2024-06-23,22824
comuna 15,46,2024-06-23,44335
comuna 1,30,2024-01-30,37652
comuna 15,55,2024-07-31,13635
comuna 4,45,2024-06-23,42230
comuna 14,47,2024-01-30,28172
comuna 7,96,2024-06-23,15953
comuna 5,56,2024-01-30,16381
comuna 10,76,2024-01-30,42059
comuna 5,30,2024-06-25,21472
comuna 7,29,2024-07-31,40846
comuna 6,26,2024-06-23,2909
comuna 7,47,2024-06-23,20198
comuna 8,95,2024-06-23,36214
comuna 4,50,2024-06-23,11842
comuna 7,37,2024-06-23,2479
comuna 1,12,2024-06-23,15460
comuna 13,41,2024-06-23,4154
comuna 15,67,2024-01-30,7495
comuna 14,15,2024-01-30,39856
comuna 9,34,2024-07-31,31359
comuna 7,86,2024-06-25,26852
comuna 16,56,2024-07-31,34407
comuna 16,96,2024-07-31,45282
comuna 8,65,2024-07-31,39539
comuna 6,64,2024-01-30,2666
comuna 16,94,2024-01-30,10342
comuna 15,93,2024-07-31,37329
comuna 11,34,2024-07-31,13254
comuna 8,17,2024-01-30,42729
comuna 6,46,2024-06-25,8213
comuna 12,53,2024-01-30,18805
comuna 6,83,2024-07-31,19841
comuna 15,67,2024-06-23,4668
comuna 2,31,2024-06-23,3334
comuna 1,27,2024-06-23,1266
comuna 4,52,2024-06-23,20890
comuna 15,71,2024-06-23,20906
comuna 16,13,2024-06-25,18782
comuna 10,52,2024-07-31,4861
comuna 8,12,2024-06-23,21862
comuna 12,91,2024-06-23,17053
comuna 10,54,2024-06-23,28418
comuna 5,40,2024-07-31,45605
comuna 5,70,2024-06-23,11533
comuna 1,14,2024-06-25,23142
comuna 1,27,2024-06-23,40676
comuna 11,17,2024-06-23,28450
comuna 1,50,2024-06-23,22113
comuna 5,45,2024-06-23,27446
comuna 4,64,2024-01-30,30482
comuna 2,19,2024-07-31,26443
comuna 10,74,2024-01-30,18530
comuna 8,48,2024-06-23,42070
comuna 16,64,2024-07-31,42289
comuna 15,67,2024-06-23,6793
comuna 3,43,2024-06-23,22025
comuna 13,63,2024-06-25,45101
comuna 9,15,2024-07-31,7777
comuna 3,83,2024-01-30,21270
comuna 16,67,2024-07-31,30370
comuna 16,80,2024-06-25,37811
comuna 13,70,2024-01-30,24322
comuna 8,83,2024-06-25,20768
comuna 13,48,2024-06-23,24140
comuna 6,21,2024-06-23,23807
comuna 12,29,2024-06-23,7053
comuna 1,63,2024-06-25,12755
comuna 12,97,2024-07-31,8921
comuna 15,55,2024-06-23,7628
comuna 11,53,2024-06-23,22103
comuna 11,49,2024-07-31,28203
comuna 10,32,2024-06-25,34006
comuna 2,88,2024-06-25,27130
comuna 8,28,2024-06-23,30090
comuna 7,88,2024-06-23,35154
comuna 6,93,2024-06-23,47241
comuna 1,18,2024-06-23,38597
comuna 4,92,2024-01-30,24628
comuna 2,46,2024-06-25,26597
comuna 1,23,2024-06-25,10043
comuna 10,98,2024-01-30,46698
comuna 14,19,2024-06-23,12810
comuna 14,100,2024-01-30,9691
comuna 15,48,2024-06-23,37501
comuna 7,97,2024-06-23,23786
comuna 14,78,2024-06-25,15701
comuna 3,62,2024-07-31,4905
comuna 2,51,2024-01-30,17129
comuna 1,58,2024-06-23,11965
comuna 5,90,2024-01-30,19274
comuna 10,71,2024-06-23,4783
comuna 6,18,2024-01-30,9338
comuna 5,45,2024-06-23,30928
comuna 8,15,2024-07-31,1876
comuna 8,84,2024-07-31,10664
comuna 9,52,2024-07-31,611
comuna 7,55,2024-06-23,24644
comuna 3,89,2024-06-25,12522
comuna 9,48,2024-07-31,6324
comuna 8,45,2024-06-25,41853
comuna 4,83,2024-01-30,25606
comuna 14,48,2024-07-31,22444
comuna 16,85,2024-07-31,16703
comuna 1,16,2024-06-25,4201
comuna 4,53,2024-06-23,7001
comuna 13,95,2024-07-31,20147
comuna 1,92,2024-06-25,4435
comuna 15,74,2024-06-23,46677
comuna 14,39,2024-07-31,12089
comuna 7,92,2024-07-31,36453
comuna 12,52,2024-07-31,31430
comuna 6,37,2024-07-31,46777
comuna 15,97,2024-07-31,5816
comuna 12,20,2024-07-31,43265
comuna 9,64,2024-07-31,23756
comuna 9,64,2024-07-31,37569
comuna 5,31,2024-01-30,37566
comuna 12,82,2024-07-31,32961
comuna 3,86,2024-06-23,21624
comuna 2,55,2024-07-31,751
comuna 6,64,2024-06-23,26364
comuna 9,99,2024-06-23,43582
comuna 16,29,2024-06-25,705
comuna 7,93,2024-01-30,46343
