id,nivelRuido,comuna
13105,56,comuna 11
42984,66,comuna 7
11507,87,comuna 1
44306,13,comuna 2
34116,90,comuna 7
38874,26,comuna 10
46256,70,comuna 5
3213,16,comuna 8
15493,46,comuna 13
26160,22,comuna 3
10422,46,comuna 6
12849,61,comuna 4
22864,16,comuna 9
39893,11,comuna 15
18957,48,comuna 12
27977,26,comuna 5
43275,38,comuna 3
13368,77,comuna 2
7701,70,comuna 1
2857,81,comuna 12
32305,38,comuna 6
17997,58,comuna 16
8191,51,comuna 15
31157,33,comuna 12
16913,87,comuna 5
17087,69,comuna 14
30408,74,comuna 6
14404,73,comuna 8
48466,56,comuna 4
12840,42,comuna 2
25227,64,comuna 3
31772,46,comuna 4
23545,28,comuna 8
34988,19,comuna 7
40903,48,comuna 11
2064,86,comuna 15
7291,84,comuna 1
21844,56,comuna 16
39920,13,comuna 7
5421,11,comuna 10
46907,80,comuna 5
27233,73,comuna 12
1812,29,comuna 1
36,56,comuna 8
3044,21,comuna 11
43018,23,comuna 12
16347,14,comuna 13
20216,24,comuna 7
24007,38,comuna 7
10026,28,comuna 14
39601,28,comuna 5
1198,49,comuna 13
12238,70,comuna 7
37082,46,comuna 4
13201,74,comuna 10
5386,54,comuna 14
25579,49,comuna 1
23557,35,comuna 16
3593,12,comuna 6
14855,58,comuna 14
41755,24,comuna 15
10262,12,comuna 1
6056,85,comuna 15
40531,85,comuna 7
48609,18,comuna 15
8223,51,comuna 8
40455,20,comuna 9
48103,68,comuna 16
30158,77,comuna 15
21205,85,comuna 8
20653,21,comuna 13
30828,63,comuna 12
11335,18,comuna 7
31692,28,comuna 13
38344,34,comuna 5
2558,43,comuna 13
26219,22,comuna 6
15421,72,comuna 2
17148,53,comuna 10
43937,11,comuna 12
4745,84,comuna 9
38877,58,comuna 6
16498,85,comuna 14
28627,66,comuna 7
39990,64,comuna 2
38171,52,comuna 14
35413,79,comuna 7
4941,46,comuna 16
6178,50,comuna 11
35882,15,comuna 13
4548,69,comuna 1
25476,42,comuna 5
46778,73,comuna 3
23237,48,comuna 13
46399,55,comuna 7
20674,11,comuna 16
46542,75,comuna 5
42543,10,comuna 9
7628,23,comuna 8
46458,13,comuna 3
29583,33,comuna 14
1189,80,comuna 10
13366,75,comuna 15
47897,89,comuna 14
1858,14,comuna 11
1120,66,comuna 2
29926,40,comuna 8
18140,55,comuna 13
13536,17,comuna 16
24163,55,comuna 14
11496,56,comuna 1
46598,39,comuna 13
26663,23,comuna 3
18390,20,comuna 6
47880,56,comuna 3
36156,17,comuna 7
41322,68,comuna 14
15642,43,comuna 3
44289,88,comuna 2
12833,12,comuna 13
22495,89,comuna 5
34273,28,comuna 12
43543,53,comuna 3
29867,65,comuna 7
36251,15,comuna 16
415,45,comuna 2
2103,15,comuna 8
8009,56,comuna 5
7892,60,comuna 16
16859,25,comuna 12
12160,70,comuna 5
45394,29,comuna 14
11237,28,comuna 8
24974,42,comuna 2
35106,59,comuna 14
38191,82,comuna 4
328,67,comuna 16
44051,69,comuna 7
35855,21,comuna 8
5795,10,comuna 4
23520,50,comuna 1
2976,84,comuna 12
48340,36,comuna 5
26459,81,comuna 7
23219,51,comuna 10
33118,63,comuna 15
8112,18,comuna 15
41330,28,comuna 2
1014,41,comuna 6
3142,40,comuna 16
42458,79,comuna 1
11490,83,comuna 9
21556,88,comuna 3
31621,68,comuna 3
29653,74,comuna 8
32877,23,comuna 3
49382,10,comuna 2
45657,27,comuna 10
26486,57,comuna 14
36116,50,comuna 4
2443,56,comuna 9
30466,86,comuna 14
35675,14,comuna 16
9107,23,comuna 1
19745,15,comuna 3
11251,29,comuna 7
10877,46,comuna 7
41828,87,comuna 8
49832,42,comuna 16
15043,36,comuna 12
31275,86,comuna 1
5914,16,comuna 12
46264,18,comuna 8
15147,36,comuna 6
26830,19,comuna 9
10168,45,comuna 12
3110,45,comuna 15
35808,51,comuna 15
44064,38,comuna 8
1662,50,comuna 6
21188,61,comuna 16
15349,67,comuna 16
46801,75,comuna 3
42156,14,comuna 2
46849,69,comuna 3
9852,48,comuna 9
37906,56,comuna 8
42549,39,comuna 8
5748,88,comuna 13
18626,51,comuna 1
12296,61,comuna 10
39258,87,comuna 7
45445,41,comuna 6
25368,87,comuna 11
2551,72,comuna 10
8182,42,comuna 1
33854,56,comuna 2
78,25,comuna 8
6674,84,comuna 10
42483,58,comuna 7
33569,35,comuna 1
29425,83,comuna 12
37181,44,comuna 13
1878,11,comuna 13
28243,31,comuna 6
19610,40,comuna 6
6032,33,comuna 13
46785,44,comuna 12
25815,87,comuna 12
16108,14,comuna 8
13584,62,comuna 7
26242,26,comuna 11
36216,60,comuna 7
47358,82,comuna 5
14318,55,comuna 4
15709,26,comuna 2
45980,55,comuna 5
19524,64,comuna 6
27132,63,comuna 2
7138,77,comuna 14
47210,22,comuna 10
40033,36,comuna 8
27936,57,comuna 6
8263,89,comuna 8
44545,72,comuna 5
24157,28,comuna 13
39989,38,comuna 10
13313,24,comuna 4
11624,85,comuna 2
49834,86,comuna 5
40227,66,comuna 13
42090,37,comuna 12
10409,25,comuna 14
30083,44,comuna 13
2760,47,comuna 12
42214,73,comuna 5
5445,24,comuna 7
31108,45,comuna 13
35472,89,comuna 14
4118,64,comuna 5
35481,46,comuna 16
45787,78,comuna 14
13284,17,comuna 7
42369,43,comuna 14
41892,85,comuna 11
5485,22,comuna 12
47325,61,comuna 13
33964,23,comuna 5
17653,25,comuna 5
32935,76,comuna 13
2513,42,comuna 8
5901,13,comuna 16
43813,74,comuna 12
47104,23,comuna 2
20033,45,comuna 7
39685,16,comuna 10
10547,14,comuna 16
30973,46,comuna 3
47713,56,comuna 12
8299,83,comuna 10
37535,16,comuna 7
36968,53,comuna 2
21054,66,comuna 5
34879,72,comuna 13
3244,28,comuna 11
17103,62,comuna 5
26904,69,comuna 7
22191,90,comuna 10
29731,22,comuna 10
9495,51,comuna 5
19012,48,comuna 1
1017,22,comuna 6
28980,57,comuna 11
502,42,comuna 12
20405,29,comuna 2
30783,23,comuna 10
29961,74,comuna 10
20531,30,comuna 5
28864,82,comuna 16
17740,61,comuna 4
47166,12,comuna 16
46526,83,comuna 13
7501,74,comuna 2
3429,83,comuna 1
35598,32,comuna 11
40370,39,comuna 3
14550,50,comuna 6
22244,31,comuna 13
18642,44,comuna 2
26123,86,comuna 8
26743,68,comuna 11
17090,13,comuna 1
47033,56,comuna 11
37295,15,comuna 16
9035,66,comuna 10
21104,59,comuna 8
26671,89,comuna 4
12519,73,comuna 14
23203,78,comuna 9
35993,85,comuna 8
22051,59,comuna 3
31927,89,comuna 9
21487,41,comuna 16
214,64,comuna 14
38868,47,comuna 8
25541,49,comuna 7
47785,62,comuna 16
26874,90,comuna 1
19839,85,comuna 11
501,43,comuna 13
26376,78,comuna 7
18742,45,comuna 10
39449,67,comuna 8
41828,19,comuna 4
23777,57,comuna 13
17532,11,comuna 5
12563,34,comuna 13
27391,60,comuna 15
29105,67,comuna 15
14260,56,comuna 10
40581,41,comuna 6
19,54,comuna 16
19861,21,comuna 9
23043,75,comuna 13
32263,14,comuna 10
30335,32,comuna 14
17092,37,comuna 9
20958,54,comuna 1
46103,43,comuna 4
22458,44,comuna 3
3470,70,comuna 4
43278,89,comuna 16
39240,46,comuna 12
1889,12,comuna 3
9099,63,comuna 5
36110,16,comuna 9
29982,90,comuna 12
46311,14,comuna 16
9727,75,comuna 10
25603,34,comuna 8
27309,68,comuna 4
17968,67,comuna 2
7723,43,comuna 6
6083,17,comuna 16
39455,53,comuna 6
11969,51,comuna 13
18744,58,comuna 7
47348,16,comuna 2
7441,29,comuna 15
45455,33,comuna 13
22145,85,comuna 2
11266,62,comuna 14
46619,80,comuna 4
34765,51,comuna 14
17275,86,comuna 6
1194,73,comuna 7
23544,26,comuna 1
33090,89,comuna 3
19542,10,comuna 11
22681,82,comuna 10
6805,49,comuna 15
30877,84,comuna 4
47758,73,comuna 15
9310,71,comuna 12
46119,65,comuna 11
19468,30,comuna 16
14029,79,comuna 11
36113,37,comuna 5
21969,49,comuna 16
8544,52,comuna 4
29820,42,comuna 10
30777,54,comuna 11
15683,78,comuna 6
15993,30,comuna 3
20909,11,comuna 6
2418,30,comuna 15
45823,88,comuna 8
16188,27,comuna 16
39117,42,comuna 7
25149,59,comuna 4
6315,26,comuna 14
21266,14,comuna 16
24214,40,comuna 9
33486,61,comuna 15
46004,35,comuna 11
4262,65,comuna 11
22420,90,comuna 10
14103,24,comuna 7
38576,81,comuna 9
20108,51,comuna 2
23066,63,comuna 16
44632,80,comuna 5
3245,22,comuna 15
41381,49,comuna 7
36959,70,comuna 9
7348,76,comuna 16
30118,87,comuna 10
42371,45,comuna 4
29708,88,comuna 6
27417,33,comuna 11
13615,11,comuna 9
21715,18,comuna 13
12892,55,comuna 7
21208,34,comuna 16
20271,53,comuna 11
46211,83,comuna 9
19972,25,comuna 7
732,65,comuna 4
32109,17,comuna 13
9791,50,comuna 1
14562,11,comuna 2
1665,83,comuna 3
25505,30,comuna 7
2861,89,comuna 6
40737,31,comuna 12
46334,14,comuna 8
35232,22,comuna 15
8097,72,comuna 15
7320,18,comuna 8
49417,57,comuna 16
14939,47,comuna 5
2574,85,comuna 2
31362,60,comuna 12
22091,76,comuna 14
28851,38,comuna 15
16664,38,comuna 10
39094,34,comuna 11
4852,90,comuna 2
10477,89,comuna 2
14313,22,comuna 6
8322,77,comuna 16
6116,23,comuna 15
30375,46,comuna 8
41658,83,comuna 16
10411,31,comuna 7
22059,57,comuna 13
10642,43,comuna 5
23452,55,comuna 13
45710,56,comuna 9
30772,58,comuna 1
8246,69,comuna 7
9166,31,comuna 14
11843,25,comuna 5
21358,61,comuna 12
21658,22,comuna 6
29840,67,comuna 13
38101,10,comuna 1
16581,25,comuna 4
34485,35,comuna 10
18237,57,comuna 1
27556,81,comuna 13
18953,11,comuna 10
39526,88,comuna 7
32300,73,comuna 3
32230,47,comuna 11
38241,31,comuna 15
41094,46,comuna 3
48794,21,comuna 7
21392,57,comuna 14
43447,45,comuna 11
37217,23,comuna 9
7972,10,comuna 16
19624,59,comuna 16
8385,81,comuna 2
43133,36,comuna 5
13896,52,comuna 3
49892,31,comuna 2
21790,25,comuna 6
5097,34,comuna 5
23891,36,comuna 11
11623,64,comuna 10
12043,82,comuna 2
39713,33,comuna 2
113,23,comuna 2
6979,64,comuna 13
12852,49,comuna 11
37605,24,comuna 11
16167,57,comuna 9
203,90,comuna 13
6083,46,comuna 1
14716,52,comuna 6
30986,16,comuna 3
14979,84,comuna 15
19059,79,comuna 8
17932,64,comuna 4
48029,44,comuna 8
3421,75,comuna 2
41984,55,comuna 1
19564,49,comuna 15
7418,77,comuna 10
9487,17,comuna 2
7048,60,comuna 15
44172,88,comuna 16
7417,66,comuna 8
44788,36,comuna 8
16038,83,comuna 7
22254,18,comuna 13
35341,70,comuna 1
23251,50,comuna 5
13571,38,comuna 6
7242,43,comuna 15
29228,86,comuna 9
2003,18,comuna 2
43050,60,comuna 6
25586,59,comuna 13
35638,34,comuna 8
36761,18,comuna 13
7326,86,comuna 3
23487,15,comuna 6
38295,54,comuna 10
5101,88,comuna 9
911,18,comuna 7
21902,65,comuna 1
12215,75,comuna 3
47290,84,comuna 14
7561,57,comuna 2
23786,69,comuna 12
47876,36,comuna 6
702,47,comuna 15
14239,44,comuna 8
8250,43,comuna 10
35924,30,comuna 2
40827,52,comuna 11
403,74,comuna 1
5555,27,comuna 14
6939,71,comuna 8
12255,46,comuna 11
23978,33,comuna 3
5629,87,comuna 7
40882,68,comuna 8
28173,71,comuna 11
49004,42,comuna 14
6119,44,comuna 4
10878,27,comuna 16
41806,68,comuna 3
3506,83,comuna 14
7581,84,comuna 14
13902,32,comuna 2
35726,25,comuna 4
2482,66,comuna 7
49653,13,comuna 7
19445,62,comuna 10
11245,58,comuna 2
44910,42,comuna 13
24024,87,comuna 7
41764,89,comuna 15
34726,83,comuna 4
16880,42,comuna 9
43324,56,comuna 14
40570,84,comuna 9
31176,11,comuna 1
37785,10,comuna 6
37394,70,comuna 8
40716,84,comuna 9
37588,19,comuna 4
48876,82,comuna 8
27532,45,comuna 16
30252,47,comuna 13
15532,24,comuna 10
13451,16,comuna 11
22505,36,comuna 4
44762,48,comuna 5
13420,43,comuna 16
20657,85,comuna 15
45741,49,comuna 4
40940,86,comuna 12
40147,27,comuna 11
33312,58,comuna 10
48641,72,comuna 2
25873,24,comuna 8
42578,64,comuna 3
45660,45,comuna 3
9525,23,comuna 16
46168,45,comuna 16
35249,43,comuna 5
46701,53,comuna 1
5093,59,comuna 6
49567,12,comuna 13
34289,34,comuna 13
16579,39,comuna 9
47507,77,comuna 1
47683,32,comuna 1
20265,75,comuna 8
46936,27,comuna 13
14696,16,comuna 16
39320,73,comuna 6
12187,55,comuna 5
26182,18,comuna 9
38142,76,comuna 15
33325,40,comuna 3
10630,36,comuna 16
35395,35,comuna 1
15849,18,comuna 10
32637,42,comuna 10
29300,11,comuna 5
48571,82,comuna 4
10710,30,comuna 16
23000,72,comuna 15
17091,41,comuna 14
9772,15,comuna 10
6434,10,comuna 16
13278,70,comuna 3
31379,85,comuna 16
1151,45,comuna 9
2917,84,comuna 14
5493,19,comuna 10
10058,33,comuna 11
36464,58,comuna 16
2087,62,comuna 1
1437,63,comuna 16
41621,44,comuna 11
1204,87,comuna 1
46362,41,comuna 8
12320,60,comuna 10
23233,56,comuna 8
31875,54,comuna 16
21614,88,comuna 14
29995,61,comuna 12
9905,75,comuna 5
5122,69,comuna 3
37270,51,comuna 14
943,71,comuna 7
25777,15,comuna 5
16565,83,comuna 13
31040,86,comuna 7
42699,47,comuna 14
8444,37,comuna 14
41846,88,comuna 10
21305,87,comuna 6
16753,39,comuna 12
24697,89,comuna 15
34518,37,comuna 8
9037,61,comuna 10
39823,80,comuna 14
14564,17,comuna 5
17970,15,comuna 8
3220,19,comuna 12
8406,27,comuna 11
41524,47,comuna 2
7814,15,comuna 1
375,73,comuna 7
39329,20,comuna 7
12124,36,comuna 8
1608,83,comuna 13
46552,14,comuna 4
45766,78,comuna 11
4381,31,comuna 10
38570,84,comuna 4
16811,24,comuna 16
32931,39,comuna 5
40197,75,comuna 8
40222,11,comuna 7
8105,64,comuna 6
36620,90,comuna 16
23140,81,comuna 8
636,39,comuna 9
4359,49,comuna 16
2415,32,comuna 16
43524,63,comuna 13
38657,71,comuna 15
22756,64,comuna 12
5989,52,comuna 8
45170,87,comuna 6
23120,56,comuna 2
1291,57,comuna 2
36987,71,comuna 15
26679,59,comuna 12
22867,53,comuna 15
38454,33,comuna 2
44665,52,comuna 12
15741,54,comuna 8
34148,32,comuna 12
10805,18,comuna 8
48600,71,comuna 1
20188,25,comuna 4
34981,17,comuna 16
21767,59,comuna 12
39282,64,comuna 10
22663,11,comuna 9
38782,68,comuna 1
18703,33,comuna 14
44056,40,comuna 16
39496,34,comuna 2
17633,80,comuna 1
42357,40,comuna 11
6273,14,comuna 11
25405,63,comuna 10
16522,50,comuna 1
35969,20,comuna 11
3803,85,comuna 5
17353,59,comuna 6
28372,42,comuna 1
49288,76,comuna 3
45185,87,comuna 12
1631,59,comuna 7
32988,77,comuna 4
38024,90,comuna 1
17454,33,comuna 4
33335,44,comuna 10
33646,17,comuna 7
37225,25,comuna 7
4805,42,comuna 6
26611,72,comuna 3
36588,89,comuna 14
32431,50,comuna 16
18183,46,comuna 6
41724,17,comuna 15
6641,67,comuna 16
45514,35,comuna 4
38734,20,comuna 13
41171,32,comuna 1
43930,57,comuna 5
7442,71,comuna 10
10489,14,comuna 1
17389,53,comuna 1
27594,57,comuna 11
23330,89,comuna 11
40430,90,comuna 4
28569,80,comuna 14
6915,27,comuna 14
1379,65,comuna 10
21265,30,comuna 8
46046,11,comuna 16
19925,58,comuna 3
3674,71,comuna 6
43861,82,comuna 8
785,81,comuna 3
20601,56,comuna 3
